Order_ID,Order_Date,Customer_ID,Customer_City,Customer_State,Category,Sub_Category,Product_Name,Price,Quantity,Discount_Percentage,Payment_Method,Delivery_Type,Delivery_Days,Return_Status,Rating
F1215,2025-09-05,CUST759,Gregoryburgh,Wisconsin,Fashion,Men Clothing,Us,1860,2,9,COD,Express,7,Yes,1
F1216,2025-09-07,CUST320,Fullerstad,North Dakota,Grocery,Beverages,Change,17921,1,22,COD,Express,3,Yes,3
F1217,2025-12-17,CUST253,South Faithview,Indiana,Grocery,Beverages,Them,732,5,29,Credit Card,Standard,6,No,3
F1218,2025-10-10,CUST576,New Cameronburgh,Maine,Fashion,Men Clothing,Top,52797,5,23,UPI,Standard,3,Yes,4
F1219,2026-01-15,CUST948,Lake Thomas,Louisiana,Electronics,Mobile,Always,33916,2,29,COD,Express,4,No,5
F1220,2025-12-31,CUST799,East Elizabethberg,Vermont,Fashion,Men Clothing,Art,15272,1,28,COD,Standard,4,Yes,5
F1221,2026-02-09,CUST121,Karlamouth,Wisconsin,Grocery,Snacks,Key,15047,2,29,EMI,Express,6,Yes,4
F1222,2026-01-18,CUST561,Daviston,Texas,Grocery,Snacks,International,10121,5,27,Credit Card,Express,5,No,2
F1223,2026-02-08,CUST195,Evanview,Vermont,Electronics,Mobile,Do,34281,4,8,EMI,Express,6,No,4
F1224,2025-10-06,CUST305,Gregorybury,New Mexico,Home,Furniture,Form,26353,5,26,UPI,Express,3,Yes,2
F1225,2025-08-27,CUST245,East Alanchester,Oregon,Fashion,Women Clothing,Drive,26818,3,12,Credit Card,Express,7,No,3
F1226,2025-12-08,CUST647,Robertsside,Nevada,Electronics,Accessories,Meet,24423,1,20,COD,Express,2,Yes,2
F1227,2026-01-08,CUST166,New Daniel,New Jersey,Grocery,Snacks,Everything,41139,4,16,Credit Card,Standard,7,Yes,5
F1228,2025-09-18,CUST151,Lake Tonyaborough,Pennsylvania,Fashion,Women Clothing,Whether,11166,1,13,COD,Standard,6,Yes,5
F1229,2025-12-18,CUST549,Alyssaville,Texas,Beauty,Makeup,Remember,817,2,6,Credit Card,Standard,2,Yes,5
F1230,2025-12-17,CUST118,South Hannahville,Vermont,Grocery,Snacks,Say,27913,2,22,COD,Express,5,No,3
F1231,2025-09-29,CUST204,Coxbury,New Hampshire,Beauty,Makeup,Hair,21783,3,26,Debit Card,Standard,5,Yes,1
F1232,2025-10-06,CUST311,Austinmouth,Alaska,Electronics,Accessories,Chair,43020,2,7,EMI,Standard,5,No,5
F1233,2025-10-25,CUST297,North Mark,Washington,Grocery,Beverages,Decision,49946,4,16,COD,Standard,5,No,2
F1234,2025-10-30,CUST463,North Carmenshire,Kentucky,Beauty,Skincare,Organization,50993,3,12,UPI,Express,6,Yes,1
F1235,2025-12-15,CUST167,North Lisa,Michigan,Electronics,Accessories,Car,40648,5,9,EMI,Standard,4,No,1
F1236,2025-10-15,CUST874,Port Richardstad,South Carolina,Electronics,Laptop,Before,18827,2,22,Credit Card,Express,5,Yes,5
F1237,2025-08-23,CUST331,Davidsonburgh,Louisiana,Fashion,Women Clothing,Matter,29746,3,5,Debit Card,Standard,4,Yes,3
F1238,2025-12-31,CUST827,West Katherinefurt,Delaware,Beauty,Makeup,Practice,25702,4,29,UPI,Standard,4,No,4
F1239,2025-11-25,CUST764,Fernandezfurt,Indiana,Grocery,Snacks,Ago,50177,2,28,Debit Card,Standard,4,Yes,1
F1240,2025-11-03,CUST718,Hickmanton,Kentucky,Grocery,Snacks,Establish,34171,1,26,Debit Card,Standard,4,Yes,2
F1241,2025-11-22,CUST980,Dylanberg,Missouri,Electronics,Mobile,Require,31254,1,23,UPI,Express,2,Yes,4
F1242,2025-09-27,CUST606,Michelleside,Florida,Fashion,Men Clothing,Detail,3744,3,30,Debit Card,Express,4,No,2
F1243,2025-10-13,CUST740,Jessicamouth,Louisiana,Grocery,Beverages,Scene,59858,5,24,COD,Express,2,Yes,3
F1244,2025-11-07,CUST947,Dawnstad,Iowa,Home,Furniture,Language,25481,3,6,Credit Card,Express,6,Yes,3
F1245,2025-10-14,CUST730,South Kristentown,Virginia,Beauty,Skincare,Similar,54675,1,5,COD,Express,3,No,1
F1246,2025-12-12,CUST620,Port Sarahchester,Kansas,Home,Furniture,Chance,497,5,25,UPI,Express,2,Yes,1
F1247,2025-11-03,CUST512,Feliciatown,Louisiana,Fashion,Women Clothing,Nothing,8268,3,22,Debit Card,Express,5,Yes,2
F1248,2026-01-06,CUST527,East Samuelberg,Idaho,Home,Furniture,With,25889,2,16,UPI,Standard,7,No,2
F1249,2025-11-18,CUST742,North Elizabethville,Maryland,Electronics,Laptop,Author,8856,3,18,EMI,Standard,3,No,5
F1250,2025-11-14,CUST656,Gregorymouth,New Hampshire,Fashion,Women Clothing,Chair,20931,4,25,COD,Standard,4,Yes,2
F1251,2025-11-10,CUST407,East Roberttown,Arizona,Fashion,Men Clothing,Marriage,4443,2,12,UPI,Express,6,Yes,5
F1252,2026-01-24,CUST137,Ianshire,New Mexico,Electronics,Laptop,Action,47724,4,26,UPI,Standard,3,No,3
F1253,2025-10-30,CUST935,East Leonardview,Nebraska,Home,Kitchen,Clear,34450,3,21,UPI,Express,4,Yes,2
F1254,2026-02-06,CUST948,South Jenna,Maryland,Beauty,Makeup,Process,1890,4,9,Debit Card,Standard,3,Yes,4
F1255,2025-09-04,CUST229,North Andreahaven,Arkansas,Grocery,Beverages,Move,47826,2,17,Credit Card,Standard,6,No,2
F1256,2025-10-22,CUST335,Port Maryburgh,Tennessee,Fashion,Men Clothing,Writer,44096,4,23,EMI,Express,3,Yes,3
F1257,2025-10-03,CUST498,Shawntown,Rhode Island,Beauty,Makeup,Already,23877,4,23,UPI,Standard,3,Yes,3
F1258,2025-10-23,CUST908,Harrisstad,Vermont,Home,Kitchen,Field,4868,3,16,Debit Card,Express,2,No,2
F1259,2025-12-19,CUST396,Burchmouth,California,Grocery,Beverages,Itself,1214,1,18,Credit Card,Express,6,Yes,3
F1260,2026-02-04,CUST320,Howardview,Kansas,Fashion,Men Clothing,Professional,40867,2,25,Credit Card,Express,6,Yes,2
F1261,2026-02-12,CUST173,Stanleymouth,Minnesota,Electronics,Mobile,Rate,26497,2,12,Debit Card,Express,7,Yes,3
F1262,2025-12-12,CUST956,Powersmouth,California,Electronics,Laptop,Grow,24703,5,16,Credit Card,Standard,2,No,3
F1263,2025-10-04,CUST122,Buckburgh,North Carolina,Beauty,Makeup,Minute,45034,5,5,UPI,Express,7,No,3
F1264,2026-02-12,CUST508,New Williamside,Vermont,Home,Furniture,During,56421,2,16,UPI,Express,7,No,5
F1265,2025-10-17,CUST969,Bergerville,Kentucky,Electronics,Laptop,What,11508,2,15,UPI,Standard,4,Yes,5
F1266,2026-01-06,CUST486,New Erintown,New Mexico,Fashion,Men Clothing,Television,6859,4,11,COD,Standard,4,No,1
F1267,2025-10-15,CUST854,West Susan,Alabama,Beauty,Skincare,Mention,54331,1,6,EMI,Express,2,No,4
F1268,2026-01-16,CUST801,West Taylorland,South Carolina,Electronics,Mobile,Wind,56380,2,12,Credit Card,Express,5,Yes,1
F1269,2025-12-17,CUST631,Lake Meaganview,Wisconsin,Beauty,Skincare,Best,11673,4,9,Credit Card,Standard,5,No,4
F1270,2025-11-01,CUST797,Grayside,Indiana,Home,Kitchen,Easy,1646,1,12,EMI,Standard,4,No,2
F1271,2025-11-11,CUST223,Grahamville,Wyoming,Fashion,Men Clothing,Positive,11546,5,16,UPI,Standard,5,No,3
F1272,2026-01-04,CUST812,East Karen,Virginia,Electronics,Accessories,Bank,6428,2,10,EMI,Standard,6,No,5
F1273,2025-09-26,CUST427,New Evanville,Tennessee,Electronics,Laptop,Quality,51355,4,14,EMI,Standard,3,Yes,4
F1274,2025-10-27,CUST980,West Amyville,Alabama,Electronics,Mobile,Others,1080,1,11,Debit Card,Express,4,No,2
F1275,2026-01-04,CUST218,South Barbara,Oregon,Grocery,Snacks,Fill,25773,2,13,UPI,Standard,2,No,3
F1276,2025-10-14,CUST778,Burketown,Kentucky,Electronics,Accessories,Somebody,57618,4,21,COD,Standard,2,No,4
F1277,2025-11-30,CUST545,Kaitlyntown,Florida,Beauty,Makeup,Fund,43039,1,21,Debit Card,Express,4,No,4
F1278,2025-12-08,CUST901,Lisaburgh,Montana,Home,Kitchen,Beyond,41258,3,18,UPI,Standard,6,Yes,4
F1279,2025-09-06,CUST757,Christophermouth,West Virginia,Home,Kitchen,Important,15287,3,22,EMI,Standard,2,Yes,2
F1280,2025-11-24,CUST457,Matthewport,Rhode Island,Electronics,Laptop,Writer,43988,4,29,EMI,Standard,3,No,1
F1281,2026-01-24,CUST776,Waynebury,Florida,Beauty,Makeup,Change,49613,3,18,EMI,Express,5,No,5
F1282,2026-01-09,CUST873,Davisberg,Oregon,Grocery,Snacks,Line,30618,3,29,UPI,Express,7,No,1
F1283,2025-10-07,CUST846,Lake Angelastad,Iowa,Home,Furniture,Late,36179,5,11,COD,Express,6,No,3
F1284,2025-09-17,CUST666,Tiffanystad,Delaware,Home,Furniture,Tv,44133,5,29,Credit Card,Express,4,No,1
F1285,2025-10-20,CUST373,Lake Tyroneberg,Georgia,Electronics,Mobile,Yeah,50797,4,23,Debit Card,Express,7,No,2
F1286,2026-01-28,CUST804,Port Laurie,New Jersey,Electronics,Accessories,Computer,13701,5,6,UPI,Express,5,Yes,2
F1287,2025-12-18,CUST551,Justinmouth,Maryland,Fashion,Men Clothing,Include,6270,2,21,Credit Card,Standard,6,Yes,5
F1288,2025-12-14,CUST229,Lewiston,Wisconsin,Fashion,Men Clothing,Argue,42631,2,20,COD,Express,5,No,2
F1289,2025-09-18,CUST576,Danielchester,Minnesota,Grocery,Snacks,Call,28141,2,27,UPI,Standard,3,Yes,5
F1290,2026-02-17,CUST816,Castroside,Louisiana,Beauty,Skincare,Worker,8306,3,15,EMI,Standard,7,Yes,1
F1291,2026-01-04,CUST616,Amberview,Oregon,Electronics,Mobile,Certain,54561,5,25,UPI,Standard,6,Yes,5
F1292,2026-01-08,CUST330,Boonechester,Delaware,Electronics,Accessories,Single,15558,5,22,COD,Express,3,Yes,5
F1293,2025-10-26,CUST911,Kevinfurt,North Dakota,Grocery,Beverages,Off,25583,4,25,Debit Card,Standard,7,No,1
F1294,2025-12-28,CUST771,Higginsview,Minnesota,Beauty,Skincare,Shoulder,57241,3,5,EMI,Standard,5,No,3
F1295,2025-10-22,CUST759,North Deannamouth,Nevada,Home,Furniture,Turn,51941,2,14,Credit Card,Express,3,No,1
F1296,2025-08-27,CUST852,Annashire,Idaho,Home,Kitchen,Improve,11557,3,18,UPI,Standard,2,Yes,3
F1297,2026-02-08,CUST499,East Daniel,California,Grocery,Beverages,Budget,7782,1,15,Debit Card,Express,6,Yes,3
F1298,2025-09-02,CUST267,Port Anna,Michigan,Grocery,Snacks,Child,50938,1,30,Debit Card,Standard,5,No,3
F1299,2025-12-07,CUST463,Alyssamouth,Maryland,Fashion,Women Clothing,Degree,44954,5,13,Debit Card,Standard,6,Yes,2
F1300,2025-08-23,CUST717,Esparzahaven,Wisconsin,Home,Kitchen,Concern,46797,5,6,Debit Card,Express,5,No,2
F1301,2025-11-12,CUST145,Port Marialand,New York,Electronics,Accessories,Song,11585,5,26,COD,Standard,4,Yes,2
F1302,2025-12-25,CUST611,New Charles,Nebraska,Electronics,Accessories,Customer,34904,5,8,EMI,Express,3,No,3
F1303,2025-11-04,CUST925,Gardnerhaven,Maine,Grocery,Beverages,Room,34715,5,7,UPI,Standard,7,No,2
F1304,2025-10-18,CUST922,Jacobchester,New Mexico,Beauty,Skincare,Laugh,29287,1,17,COD,Express,3,No,5
F1305,2025-10-25,CUST906,Lopezside,Pennsylvania,Beauty,Makeup,Main,51315,4,9,EMI,Express,3,Yes,2
F1306,2025-10-12,CUST869,South Randy,Wisconsin,Electronics,Accessories,Still,7590,2,28,EMI,Express,7,Yes,2
F1307,2025-11-25,CUST826,Jenniferborough,North Carolina,Grocery,Snacks,Agree,56379,2,8,Credit Card,Standard,4,Yes,4
F1308,2025-10-03,CUST695,New Barbara,Michigan,Home,Furniture,Cultural,7047,5,14,COD,Standard,5,No,4
F1309,2025-11-25,CUST750,Robertmouth,Alabama,Grocery,Beverages,Born,40385,5,8,Credit Card,Express,7,No,5
F1310,2026-01-04,CUST816,Scottton,Alaska,Electronics,Accessories,Spend,20711,1,13,UPI,Standard,5,Yes,5
F1311,2025-09-20,CUST488,Kington,Maine,Electronics,Laptop,Part,24332,5,17,UPI,Express,7,Yes,1
F1312,2025-11-23,CUST614,Port James,Ohio,Home,Furniture,Contain,40143,5,11,UPI,Express,3,No,4
F1313,2025-10-16,CUST289,East Zacharyburgh,Arkansas,Electronics,Accessories,Series,18547,2,20,COD,Standard,6,Yes,2
F1314,2025-10-26,CUST487,Chapmanmouth,West Virginia,Beauty,Makeup,Choice,8430,5,16,EMI,Express,3,Yes,4
F1315,2025-09-16,CUST659,West Todd,New Mexico,Home,Kitchen,Build,45503,4,24,Credit Card,Express,2,No,4
F1316,2025-09-16,CUST433,East Brianbury,Arkansas,Beauty,Makeup,White,32179,1,12,UPI,Standard,5,No,3
F1317,2025-11-08,CUST608,Amberland,Washington,Electronics,Accessories,Professor,40696,5,17,EMI,Express,7,Yes,5
F1318,2025-09-27,CUST997,Peterchester,Massachusetts,Beauty,Makeup,Heavy,31141,2,23,UPI,Standard,7,No,3
F1319,2025-11-15,CUST429,New Joanne,West Virginia,Grocery,Beverages,Whether,37296,5,18,EMI,Express,4,Yes,1
F1320,2025-10-01,CUST225,Port Misty,Kentucky,Beauty,Skincare,Across,46888,5,22,COD,Express,5,Yes,4
F1321,2026-02-15,CUST814,North Williamville,California,Electronics,Laptop,Wind,5074,4,16,EMI,Express,5,Yes,4
F1322,2025-10-29,CUST916,Alyssamouth,Kansas,Electronics,Mobile,Various,38950,2,21,UPI,Standard,3,Yes,4
F1323,2025-09-21,CUST775,North Tylerhaven,Kansas,Beauty,Skincare,Too,20597,3,10,Credit Card,Express,4,Yes,3
F1324,2025-11-30,CUST410,Lake Joseph,Colorado,Grocery,Beverages,Civil,9665,4,16,EMI,Standard,4,No,1
F1325,2025-08-25,CUST188,Roblesborough,Wisconsin,Beauty,Skincare,Out,24109,3,22,COD,Standard,5,Yes,2
F1326,2025-08-25,CUST576,Danielleshire,Pennsylvania,Home,Furniture,Citizen,38030,5,20,EMI,Standard,3,Yes,1
F1327,2026-02-02,CUST847,Moranborough,New Hampshire,Fashion,Women Clothing,Radio,22741,2,10,EMI,Express,4,No,1
F1328,2026-01-07,CUST831,Rebeccafurt,South Carolina,Home,Kitchen,Feel,57532,2,21,Debit Card,Express,5,Yes,3
F1329,2025-10-30,CUST531,East Christopher,Montana,Beauty,Skincare,Push,15594,1,7,Debit Card,Express,5,Yes,3
F1330,2025-09-07,CUST810,Marissahaven,Delaware,Beauty,Skincare,By,42224,3,20,UPI,Standard,4,Yes,3
F1331,2025-10-31,CUST930,Amberhaven,Louisiana,Fashion,Women Clothing,Must,10912,1,18,Credit Card,Standard,5,Yes,5
F1332,2025-09-25,CUST826,Lake Michealmouth,West Virginia,Electronics,Mobile,Upon,50371,2,19,UPI,Express,3,No,1
F1333,2025-10-04,CUST635,Harrisbury,Idaho,Fashion,Men Clothing,Assume,53663,1,6,COD,Standard,3,No,3
F1334,2025-10-22,CUST286,East Monica,Mississippi,Fashion,Men Clothing,Majority,32704,3,12,Credit Card,Standard,3,Yes,5
F1335,2025-09-01,CUST722,Port Donna,New Jersey,Fashion,Men Clothing,Cultural,12746,4,26,Debit Card,Standard,7,Yes,5
F1336,2025-10-07,CUST942,Shawntown,New Hampshire,Fashion,Women Clothing,Big,36517,4,11,UPI,Express,5,Yes,4
F1337,2026-01-15,CUST335,Port Rebecca,Montana,Beauty,Skincare,Left,46472,3,30,UPI,Express,3,Yes,4
F1338,2025-12-20,CUST643,Goodmanview,Connecticut,Electronics,Accessories,Morning,16977,5,9,Credit Card,Express,2,No,5
F1339,2025-09-08,CUST718,Margaretside,Maryland,Beauty,Skincare,Another,54895,2,14,UPI,Standard,3,Yes,3
F1340,2025-09-13,CUST572,Douglasland,Indiana,Grocery,Snacks,Book,5914,3,17,Credit Card,Express,7,Yes,5
F1341,2026-02-13,CUST721,North Tiffanymouth,Iowa,Home,Furniture,Purpose,45316,3,24,COD,Express,4,Yes,2
F1342,2026-01-01,CUST783,Jessicahaven,Florida,Beauty,Makeup,Represent,42359,5,14,UPI,Standard,3,Yes,5
F1343,2025-09-01,CUST869,Kennedyview,Arkansas,Electronics,Mobile,Cover,49574,5,8,UPI,Standard,5,No,3
F1344,2025-09-01,CUST938,Louisberg,Delaware,Home,Kitchen,Party,4682,2,20,Credit Card,Express,7,No,1
F1345,2025-11-21,CUST447,Jonesfort,Idaho,Beauty,Skincare,Lay,13706,5,14,Credit Card,Standard,3,Yes,3
F1346,2025-09-01,CUST959,Kimside,New York,Electronics,Accessories,Clear,4264,1,28,COD,Standard,2,No,2
F1347,2025-11-05,CUST248,Port Gailbury,Alabama,Electronics,Accessories,Sing,45575,4,24,UPI,Express,2,Yes,4
F1348,2025-09-11,CUST290,East William,Montana,Fashion,Women Clothing,Around,49507,1,11,EMI,Standard,3,Yes,5
F1349,2026-02-14,CUST937,Port Scottview,Oklahoma,Beauty,Makeup,Various,43270,4,19,EMI,Standard,2,No,5
F1350,2025-12-30,CUST272,Cherylmouth,Alaska,Home,Kitchen,Positive,49939,2,19,UPI,Standard,2,Yes,4
F1351,2025-12-29,CUST182,West Meganland,Oklahoma,Home,Furniture,Include,2208,4,25,Credit Card,Express,5,Yes,2
F1352,2026-01-14,CUST466,Port Timothystad,Minnesota,Home,Kitchen,Stay,58079,2,26,EMI,Standard,6,Yes,2
F1353,2025-11-14,CUST729,Rosefort,Maryland,Home,Kitchen,Social,10036,1,15,UPI,Express,7,Yes,5
F1354,2025-11-02,CUST918,Hillside,Washington,Beauty,Makeup,At,2045,2,29,COD,Express,6,No,2
F1355,2025-10-13,CUST429,Combsport,California,Home,Kitchen,Contain,49839,1,28,Debit Card,Standard,3,No,3
F1356,2025-08-22,CUST435,Rogertown,Rhode Island,Electronics,Laptop,Study,936,1,12,COD,Express,5,No,1
F1357,2025-10-28,CUST869,Port Robertburgh,Utah,Electronics,Mobile,Station,57365,5,26,EMI,Standard,3,No,1
F1358,2025-09-06,CUST288,North Bobbyhaven,Alaska,Home,Kitchen,Final,14919,1,18,Credit Card,Express,3,No,4
F1359,2025-10-15,CUST981,Farrellfort,Georgia,Grocery,Beverages,Money,58942,2,17,COD,Standard,2,No,5
F1360,2025-09-14,CUST812,Blakeborough,Rhode Island,Electronics,Laptop,Agree,10418,2,26,Credit Card,Standard,5,No,4
F1361,2025-12-13,CUST657,Nataliehaven,Minnesota,Grocery,Snacks,Since,53254,4,14,UPI,Standard,2,Yes,1
F1362,2026-02-18,CUST149,Courtneyshire,New York,Home,Kitchen,Black,46546,2,17,EMI,Standard,3,Yes,2
F1363,2025-11-01,CUST156,New Pam,Florida,Beauty,Makeup,Cost,294,5,8,Debit Card,Standard,4,No,3
F1364,2026-01-14,CUST937,New Brianstad,Kentucky,Grocery,Snacks,Best,49508,3,12,Credit Card,Express,2,No,3
F1365,2026-02-14,CUST651,Santosstad,New Hampshire,Home,Kitchen,Training,35474,3,14,COD,Express,2,Yes,3
F1366,2026-01-16,CUST292,Lake Dawn,Ohio,Grocery,Snacks,Hundred,19314,3,10,COD,Express,5,No,4
F1367,2026-02-18,CUST179,East Anthonyshire,Louisiana,Electronics,Laptop,Choose,33342,3,30,Debit Card,Express,4,Yes,5
F1368,2025-12-19,CUST233,Davilatown,Vermont,Fashion,Men Clothing,Remember,46878,2,27,Debit Card,Standard,3,Yes,1
F1369,2025-10-16,CUST383,Walkerberg,Nevada,Fashion,Women Clothing,Foreign,23024,1,19,COD,Express,4,No,3
F1370,2025-08-21,CUST662,West Heather,North Carolina,Home,Furniture,Leave,42626,4,6,UPI,Express,7,Yes,2
F1371,2026-01-04,CUST304,South Keith,Wisconsin,Fashion,Men Clothing,Century,51348,1,19,Debit Card,Express,6,No,4
F1372,2025-09-26,CUST282,North Darlene,Virginia,Fashion,Women Clothing,Night,20873,5,17,UPI,Express,3,No,1
F1373,2025-12-02,CUST535,South Andrea,Illinois,Fashion,Men Clothing,Investment,51050,2,11,EMI,Express,6,Yes,1
F1374,2025-08-25,CUST682,Port Donna,Florida,Grocery,Beverages,Military,25481,3,11,EMI,Express,3,Yes,3
F1375,2025-10-18,CUST114,New Michaelton,Idaho,Fashion,Men Clothing,Cover,13151,1,25,COD,Express,3,Yes,4
F1376,2025-10-16,CUST769,Kevinton,Idaho,Fashion,Men Clothing,Show,58372,5,23,UPI,Express,2,No,4
F1377,2026-01-10,CUST146,Port Ryan,Wisconsin,Fashion,Women Clothing,Glass,30314,1,16,Credit Card,Express,2,Yes,3
F1378,2025-11-23,CUST301,Richardport,Massachusetts,Fashion,Women Clothing,Church,14307,5,7,EMI,Express,7,No,3
F1379,2025-10-07,CUST533,Lake Whitney,Delaware,Grocery,Beverages,We,25186,1,14,COD,Express,6,Yes,5
F1380,2026-01-04,CUST628,South Rachel,North Carolina,Electronics,Laptop,Wear,11013,3,8,COD,Express,7,No,5
F1381,2026-01-08,CUST804,Torreschester,California,Home,Kitchen,Grow,7177,1,25,Debit Card,Standard,5,No,5
F1382,2026-02-13,CUST279,Stuartfort,Pennsylvania,Electronics,Mobile,Bar,30455,3,18,EMI,Express,5,No,3
F1383,2026-01-21,CUST696,Isaacport,Connecticut,Home,Kitchen,Answer,29779,1,8,COD,Standard,6,No,3
F1384,2025-09-13,CUST412,Yatesberg,New Hampshire,Beauty,Skincare,If,23546,5,22,Credit Card,Express,4,No,2
F1385,2025-11-14,CUST841,Carlview,New York,Beauty,Skincare,Evening,13205,1,7,COD,Express,2,No,2
F1386,2025-11-28,CUST132,East Brendatown,New York,Home,Furniture,Soldier,54706,5,7,COD,Express,7,No,1
F1387,2025-11-06,CUST385,East Lisaside,Tennessee,Grocery,Beverages,Along,33037,5,14,EMI,Express,6,Yes,1
F1388,2026-01-23,CUST867,Davidmouth,Massachusetts,Fashion,Men Clothing,Wrong,5548,5,17,Debit Card,Standard,6,Yes,1
F1389,2026-01-30,CUST845,Yuton,Louisiana,Fashion,Women Clothing,Dinner,44221,1,24,UPI,Express,2,Yes,4
F1390,2025-11-19,CUST947,Leeville,Maine,Home,Furniture,Your,17653,2,29,EMI,Standard,4,Yes,2
F1391,2025-12-28,CUST170,Mcdonaldchester,Vermont,Grocery,Snacks,Indicate,17930,1,10,COD,Standard,4,No,3
F1392,2026-02-06,CUST684,Port Matthewstad,Arkansas,Electronics,Mobile,Region,55363,3,6,COD,Standard,6,No,4
F1393,2025-09-13,CUST422,North Michaelfort,Delaware,Beauty,Makeup,Act,41875,3,30,EMI,Express,3,No,2
F1394,2025-10-30,CUST331,Moniquetown,Maine,Grocery,Beverages,He,43491,3,13,EMI,Standard,7,Yes,3
F1395,2025-09-01,CUST783,Davidburgh,Mississippi,Grocery,Beverages,Director,21454,2,24,COD,Standard,6,No,5
F1396,2025-09-07,CUST847,North Scott,Ohio,Electronics,Mobile,Seem,42515,1,27,COD,Express,6,Yes,3
F1397,2025-12-10,CUST364,Crawfordland,California,Grocery,Beverages,Heart,21883,5,11,Debit Card,Express,5,No,5
F1398,2025-10-26,CUST594,Castilloville,North Carolina,Home,Kitchen,He,15613,5,24,COD,Standard,2,Yes,4
F1399,2025-09-30,CUST488,Hillmouth,Oklahoma,Home,Kitchen,Generation,38604,3,23,Credit Card,Standard,7,No,4
F1400,2025-12-22,CUST160,West Robert,New York,Home,Kitchen,Shoulder,54193,4,30,COD,Standard,5,No,2
F1401,2025-10-02,CUST144,Port Williestad,Louisiana,Electronics,Accessories,Moment,16586,4,22,Credit Card,Express,4,No,4
F1402,2025-10-14,CUST403,Bonnieport,Delaware,Fashion,Men Clothing,Fund,39750,5,9,COD,Standard,7,Yes,4
F1403,2025-12-14,CUST387,Johnsonborough,Texas,Electronics,Accessories,Recent,41879,3,10,COD,Standard,2,Yes,4
F1404,2025-10-28,CUST936,Riosfurt,Utah,Home,Kitchen,Cause,4404,4,12,UPI,Standard,3,No,1
F1405,2025-11-11,CUST632,Lake Randyland,Iowa,Electronics,Accessories,Grow,24764,2,13,COD,Standard,6,No,2
F1406,2025-12-15,CUST658,Lake Victorland,Pennsylvania,Home,Furniture,Fact,36057,1,10,EMI,Standard,4,Yes,2
F1407,2025-09-27,CUST476,West Walter,Virginia,Grocery,Beverages,Remain,48552,4,14,COD,Express,7,Yes,3
F1408,2025-10-12,CUST711,Kaylaside,Missouri,Grocery,Beverages,Anything,16856,3,30,UPI,Standard,2,Yes,1
F1409,2026-01-31,CUST374,Hernandezfurt,Mississippi,Beauty,Makeup,Agent,38608,1,5,Credit Card,Standard,5,Yes,5
F1410,2025-12-02,CUST331,Chadhaven,Arizona,Electronics,Accessories,Explain,14784,1,27,Credit Card,Standard,4,Yes,2
F1411,2026-01-29,CUST732,Lake Dianeborough,Hawaii,Fashion,Women Clothing,Could,29363,4,10,UPI,Standard,6,Yes,2
F1412,2025-12-29,CUST166,Cookmouth,Hawaii,Electronics,Accessories,Involve,41425,2,16,UPI,Express,4,Yes,1
F1413,2025-10-20,CUST890,Williammouth,North Carolina,Fashion,Women Clothing,Help,34440,3,27,COD,Express,5,No,4
F1414,2025-09-12,CUST242,Gonzalezchester,Vermont,Grocery,Beverages,Go,32521,2,28,EMI,Standard,7,No,5
F1415,2026-01-06,CUST131,Stanleymouth,Tennessee,Home,Kitchen,Cost,54128,2,22,UPI,Standard,6,No,4
F1416,2026-01-11,CUST251,Millerhaven,Louisiana,Home,Furniture,House,37649,5,25,Debit Card,Standard,6,No,4
F1417,2026-01-19,CUST190,Maddoxfort,Rhode Island,Home,Furniture,Newspaper,8048,2,19,EMI,Express,2,No,1
F1418,2025-12-11,CUST904,North Kellyhaven,Louisiana,Home,Furniture,Truth,54038,2,17,Debit Card,Standard,4,Yes,2
F1419,2025-10-16,CUST974,New Kelly,Delaware,Grocery,Beverages,Analysis,45679,2,5,EMI,Express,6,No,4
F1420,2025-10-14,CUST397,Velezport,South Carolina,Grocery,Beverages,Garden,30942,3,25,Credit Card,Standard,7,No,1
F1421,2025-12-27,CUST443,Port Mitchellview,New York,Beauty,Skincare,Security,27775,5,5,COD,Standard,5,Yes,4
F1422,2026-01-10,CUST143,Thomasview,Kansas,Home,Kitchen,Education,43436,1,30,UPI,Express,5,No,5
F1423,2026-01-20,CUST680,New Dakotaberg,Iowa,Grocery,Beverages,Very,37539,3,27,Debit Card,Standard,7,Yes,5
F1424,2025-12-12,CUST471,Lawrenceside,Texas,Home,Kitchen,Service,16619,1,20,EMI,Express,4,No,3
F1425,2025-10-26,CUST484,West Martin,Wisconsin,Fashion,Women Clothing,Table,50792,2,10,Credit Card,Standard,7,Yes,3
F1426,2025-11-24,CUST194,Smithtown,Missouri,Beauty,Makeup,Degree,46227,3,30,UPI,Express,2,Yes,4
F1427,2025-10-31,CUST905,Prestonmouth,Ohio,Fashion,Men Clothing,Much,4820,3,5,COD,Express,3,No,2
F1428,2026-01-04,CUST655,Allenland,Wyoming,Home,Furniture,Fly,30061,2,16,Debit Card,Standard,4,Yes,2
F1429,2025-12-31,CUST766,Lake Dakotaport,Minnesota,Electronics,Accessories,Blood,25219,1,6,EMI,Express,7,No,2
F1430,2026-01-07,CUST730,West Ashleychester,Oklahoma,Electronics,Laptop,Mean,23953,5,17,UPI,Standard,5,No,2
F1431,2025-12-12,CUST672,Port Mary,Iowa,Beauty,Makeup,Outside,10545,2,20,COD,Express,7,No,5
